Round,Wk,Day,Home,xG,Score,xGA,Away,Attendance,Venue,Referee,Match Report,Notes
Group stage,2,Wed,Shakhtar,0.4,1–1,1.5,Celtic,20697,Stadion Miejski Legii Warszawa im. Marsz...,Glenn Nyberg,Match Report,
Group stage,2,Wed,Rangers,1.3,0–3,3.5,Napoli,50121,Ibrox Stadium,Antonio Mateu,Match Report,
Group stage,2,Wed,Chelsea,1.2,1–1,0.4,RB Salzburg,38818,Stamford Bridge,Ivan Kružliak,Match Report,
Group stage,2,Wed,Manchester City,1,2–1,0.7,Dortmund,50441,Etihad Stadium,Daniele Orsato,Match Report,
Group stage,2,Wed,FC Copenhagen,0.7,0–0,0.8,Sevilla,34910,Parken,Irfan Peljto,Match Report,
Group stage,2,Wed,Juventus,0.8,1–2,2.2,Benfica,34015,Allianz Stadium,Felix Zwayer,Match Report,
Group stage,2,Wed,Real Madrid,0.9,2–0,0.7,RB Leipzig,54289,Estadio Santiago Bernabeu,Maurizio Mariani,Match Report,
Group stage,2,Wed,Maccabi Haifa,1,1–3,1.8,Paris S-G,30412,Sammy Ofer Stadium,Daniel Siebert,Match Report,
Group stage,3,Tue,Bayern Munich,2.4,5–0,0.5,Viktoria Plzen,75000,Allianz Arena,Nikola Dabanović,Match Report,
Group stage,3,Tue,Marseille,2.5,4–1,0.4,Sporting CP,618,Orange Velodrome,Davide Massa,Match Report,
Group stage,3,Tue,Liverpool,2.9,2–0,0.4,Rangers,49512,Anfield,Clement Turpin,Match Report,
Group stage,3,Tue,Porto,1.1,2–0,1.4,Leverkusen,42399,Estadio Do Dragão,Anthony Taylor,Match Report,
Group stage,3,Tue,Eint Frankfurt,1,0–0,1.5,Tottenham,50500,Deutsche Bank Park,Daniele Orsato,Match Report,
Group stage,3,Tue,Inter,0.2,1–0,0.5,Barcelona,71368,Stadio Giuseppe Meazza,Slavko Vinčič,Match Report,
Group stage,3,Tue,Ajax,1.4,1–6,3.3,Napoli,52896,Johan Cruyff ArenA,François Letexier,Match Report,
Group stage,3,Tue,Club Brugge,1.3,2–0,2.1,Atletico Madrid,25667,Jan Breydelstadion,Istvan Kovacs,Match Report,
Group stage,3,Wed,RB Leipzig,2.2,3–1,0.9,Celtic,45228,Red Bull Arena,Espen Andreas Eskås,Match Report,
Group stage,3,Wed,RB Salzburg,2.2,1–0,0.7,Dinamo Zagreb,28864,Red Bull Arena,Andris Treimanis,Match Report,
Group stage,3,Wed,Chelsea,1.1,3–0,0.4,Milan,39537,Stamford Bridge,Danny Makkelie,Match Report,
Group stage,3,Wed,Benfica,1.4,1–1,1,Paris S-G,62295,Estadio do Sport Lisboa e Benfica,Jesús Gil,Match Report,
Group stage,3,Wed,Manchester City,4.3,5–0,0.4,FC Copenhagen,51765,Etihad Stadium,Donatas Rumšas,Match Report,
Group stage,3,Wed,Real Madrid,3.4,2–1,0.8,Shakhtar,56011,Estadio Santiago Bernabeu,Ivan Kružliak,Match Report,
Group stage,3,Wed,Sevilla,2,1–4,2.5,Dortmund,34598,Estadio Ramón Sanchez Pizjuan,Maurizio Mariani,Match Report,
Group stage,3,Wed,Juventus,2.3,3–1,2,Maccabi Haifa,28498,Allianz Stadium,Sandro Schärer,Match Report,
Group stage,4,Tue,FC Copenhagen,0.3,0–0,1.6,Manchester City,35447,Parken,Artur Dias,Match Report,
Group stage,4,Tue,Maccabi Haifa,0.8,2–0,0.5,Juventus,30074,Sammy Ofer Stadium,Antonio Mateu,Match Report,
Group stage,4,Tue,Celtic,2,0–2,1.7,RB Leipzig,57565,Celtic Park,Halil Umut Meler,Match Report,
Group stage,4,Tue,Dortmund,0.4,1–1,0.8,Sevilla,81000,Signal Iduna Park,Srđan Jovanović,Match Report,
Group stage,4,Tue,Paris S-G,1.2,1–1,1.2,Benfica,46435,Parc des Princes,Michael Oliver,Match Report,
Group stage,4,Tue,Milan,0.4,0–2,2.2,Chelsea,75051,Stadio Giuseppe Meazza,Daniel Siebert,Match Report,
Group stage,4,Tue,Dinamo Zagreb,0.9,1–1,1.3,RB Salzburg,20779,Stadion Maksimir,Tobias Stieler,Match Report,
Group stage,4,Tue,Shakhtar,0.5,1–1,1.1,Real Madrid,29030,Stadion Miejski Legii Warszawa im. Marsz...,Orel Grinfeeld,Match Report,
Group stage,4,Wed,Napoli,3.2,4–2,1.6,Ajax,52229,Stadio Diego Armando Maradona,Felix Zwayer,Match Report,
Group stage,4,Wed,Atletico Madrid,2.3,0–0,0.6,Club Brugge,60810,Estadio Cívitas Metropolitano,Danny Makkelie,Match Report,
Group stage,4,Wed,Sporting CP,0.3,0–2,2.8,Marseille,38126,Estadio Jose Alvalade,Alejandro Hernandez,Match Report,
Group stage,4,Wed,Rangers,0.5,1–7,2.2,Liverpool,48820,Ibrox Stadium,Slavko Vinčič,Match Report,
Group stage,4,Wed,Tottenham,3,3–2,1.2,Eint Frankfurt,55180,Tottenham Hotspur Stadium,Carlos del Cerro,Match Report,
Group stage,4,Wed,Viktoria Plzen,1.2,2–4,3,Bayern Munich,11326,Doosan Arena,Bartosz Frankowski,Match Report,
Group stage,4,Wed,Leverkusen,2.2,0–3,1.8,Porto,30210,BayArena,Istvan Kovacs,Match Report,
Group stage,4,Wed,Barcelona,2.2,3–3,2,Inter,92302,Camp Nou,Szymon Marciniak,Match Report,
Group stage,5,Tue,Sevilla,1,3–0,1.1,FC Copenhagen,29884,Estadio Ramón Sanchez Pizjuan,Benoît Bastien,Match Report,
Group stage,5,Tue,RB Salzburg,1.6,1–2,1.5,Chelsea,29520,Red Bull Arena,Sandro Schärer,Match Report,
Group stage,5,Tue,Benfica,3.3,4–3,2.4,Juventus,60131,Estadio do Sport Lisboa e Benfica,Srđan Jovanović,Match Report,
Group stage,5,Tue,Celtic,1.4,1–1,0.8,Shakhtar,57478,Celtic Park,Serdar Gözübüyük,Match Report,
Group stage,5,Tue,Paris S-G,2.6,7–2,0.8,Maccabi Haifa,46435,Parc des Princes,Felix Zwayer,Match Report,
Group stage,5,Tue,Dortmund,1.2,0–0,1.2,Manchester City,81000,Signal Iduna Park,Davide Massa,Match Report,
Group stage,5,Tue,RB Leipzig,2.2,3–2,2.1,Real Madrid,45228,Red Bull Arena,Daniele Orsato,Match Report,
Group stage,5,Tue,Dinamo Zagreb,0.7,0–4,3.2,Milan,20572,Stadion Maksimir,Szymon Marciniak,Match Report,
Group stage,5,Wed,Club Brugge,1.4,0–4,3.2,Porto,26144,Jan Breydelstadion,Michael Oliver,Match Report,
Group stage,5,Wed,Inter,3.2,4–0,0.1,Viktoria Plzen,71849,Stadio Giuseppe Meazza,Andreas Ekberg,Match Report,
Group stage,5,Wed,Tottenham,1.7,1–1,0.8,Sporting CP,59588,Tottenham Hotspur Stadium,Danny Makkelie,Match Report,
Group stage,5,Wed,Eint Frankfurt,1.1,2–1,0.7,Marseille,48700,Deutsche Bank Park,Jesús Gil,Match Report,
Group stage,5,Wed,Atletico Madrid,2.6,2–2,1.5,Leverkusen,63803,Estadio Cívitas Metropolitano,Clement Turpin,Match Report,
Group stage,5,Wed,Barcelona,0.7,0–3,2.1,Bayern Munich,84016,Camp Nou,Anthony Taylor,Match Report,
Group stage,5,Wed,Ajax,1.2,0–3,1.6,Liverpool,53327,Johan Cruyff ArenA,Jose Sanchez,Match Report,
Group stage,5,Wed,Napoli,1.8,3–0,0.7,Rangers,39835,Stadio Diego Armando Maradona,Halil Umut Meler,Match Report,
Group stage,6,Tue,Porto,2.7,2–1,0.8,Atletico Madrid,47546,Estadio Do Dragão,Daniele Orsato,Match Report,
Group stage,6,Tue,Leverkusen,1.1,0–0,0.5,Club Brugge,30210,BayArena,Maurizio Mariani,Match Report,
Group stage,6,Tue,Liverpool,2.4,2–0,0.4,Napoli,52077,Anfield,Tobias Stieler,Match Report,
Group stage,6,Tue,Rangers,1.8,1–3,1.8,Ajax,48817,Ibrox Stadium,Glenn Nyberg,Match Report,
Group stage,6,Tue,Sporting CP,0.5,1–2,1.2,Eint Frankfurt,41744,Estadio Jose Alvalade,Slavko Vinčič,Match Report,
Group stage,6,Tue,Marseille,1.4,1–2,0.6,Tottenham,50768,Orange Velodrome,Szymon Marciniak,Match Report,
Group stage,6,Tue,Bayern Munich,1.5,2–0,0.7,Inter,75000,Allianz Arena,Ivan Kružliak,Match Report,
Group stage,6,Tue,Viktoria Plzen,2.6,2–4,2.3,Barcelona,11258,Doosan Arena,Radu Petrescu,Match Report,
Group stage,6,Wed,Real Madrid,3.8,5–1,2.1,Celtic,52511,Estadio Santiago Bernabeu,Stephanie Frappart,Match Report,
Group stage,6,Wed,Shakhtar,0.2,0–4,2.2,RB Leipzig,26045,Stadion Miejski Legii Warszawa im. Marsz...,Michael Oliver,Match Report,
Group stage,6,Wed,Manchester City,2,3–1,0.4,Sevilla,51610,Etihad Stadium,Orel Grinfeeld,Match Report,
Group stage,6,Wed,Chelsea,2.7,2–1,0.9,Dinamo Zagreb,39392,Stamford Bridge,François Letexier,Match Report,
Group stage,6,Wed,FC Copenhagen,1.8,1–1,1.2,Dortmund,31900,Parken,Əliyar Agayev,Match Report,
Group stage,6,Wed,Juventus,1.6,1–2,0.5,Paris S-G,41089,Allianz Stadium,Carlos del Cerro,Match Report,
Group stage,6,Wed,Milan,1.8,4–0,1.6,RB Salzburg,74292,Stadio Giuseppe Meazza,Antonio Mateu,Match Report,
Group stage,6,Wed,Maccabi Haifa,1.6,1–6,1.5,Benfica,30464,Sammy Ofer Stadium,Anthony Taylor,Match Report,
Round of 16,,Tue,Paris S-G,0.8,0–1,1.4,Bayern Munich,46435,Parc des Princes,Michael Oliver,Match Report,Leg 1 of 2
Round of 16,,Tue,Milan,1.7,1–0,0.4,Tottenham,74320,Stadio Giuseppe Meazza,Sandro Schärer,Match Report,Leg 1 of 2
Round of 16,,Wed,Dortmund,1.5,1–0,2.1,Chelsea,81365,Signal Iduna Park,Jesús Gil,Match Report,Leg 1 of 2
Round of 16,,Wed,Club Brugge,0.2,0–2,2.9,Benfica,24136,Jan Breydelstadion,Davide Massa,Match Report,Leg 1 of 2
Round of 16,,Tue,Liverpool,1.8,2–5,1.6,Real Madrid,52337,Anfield,Istvan Kovacs,Match Report,Leg 1 of 2
Round of 16,,Tue,Eint Frankfurt,0.4,0–2,2.8,Napoli,47500,Deutsche Bank Park,Artur Dias,Match Report,Leg 1 of 2
Round of 16,,Wed,RB Leipzig,0.8,1–1,1.2,Manchester City,45228,Red Bull Arena,Serdar Gözübüyük,Match Report,Leg 1 of 2
Round of 16,,Wed,Inter,1.5,1–0,1.6,Porto,75374,Stadio Giuseppe Meazza,Srđan Jovanović,Match Report,Leg 1 of 2
Round of 16,,Tue,Chelsea,2,2–0,0.8,Dortmund,38882,Stamford Bridge,Danny Makkelie,Match Report,Leg 2 of 2; Chelsea won
Round of 16,,Tue,Benfica,3.3,5–1,0.9,Club Brugge,60960,Estadio do Sport Lisboa e Benfica,Halil Umut Meler,Match Report,Leg 2 of 2; Benfica won
Round of 16,,Wed,Tottenham,0.5,0–0,1.4,Milan,61602,Tottenham Hotspur Stadium,Clement Turpin,Match Report,Leg 2 of 2; Milan won
Round of 16,,Wed,Bayern Munich,1.7,2–0,1.1,Paris S-G,75000,Allianz Arena,Daniele Orsato,Match Report,Leg 2 of 2; Bayern Munich won
Round of 16,,Tue,Porto,1.7,0–0,0.5,Inter,48015,Estadio Do Dragão,Szymon Marciniak,Match Report,Leg 2 of 2; Inter won
Round of 16,,Tue,Manchester City,4.2,7–0,0.6,RB Leipzig,52038,Etihad Stadium,Slavko Vinčič,Match Report,Leg 2 of 2; Manchester City won
Round of 16,,Wed,Napoli,2.7,3–0,1.1,Eint Frankfurt,49082,Stadio Diego Armando Maradona,Anthony Taylor,Match Report,Leg 2 of 2; Napoli won
Round of 16,,Wed,Real Madrid,2.2,1–0,0.6,Liverpool,63127,Estadio Santiago Bernabeu,Felix Zwayer,Match Report,Leg 2 of 2; Real Madrid won
Quarter-finals,,Tue,Benfica,1.6,0–2,1.4,Inter,62594,Estadio da Luz (1954),Michael Oliver,Match Report,Leg 1 of 2
Quarter-finals,,Tue,Manchester City,1.8,3–0,0.9,Bayern Munich,52257,Etihad Stadium,Jesús Gil,Match Report,Leg 1 of 2
Quarter-finals,,Wed,Real Madrid,2.3,2–0,0.7,Chelsea,63142,Estadio Santiago Bernabeu,François Letexier,Match Report,Leg 1 of 2
Quarter-finals,,Wed,Milan,1.1,1–0,1.3,Napoli,74742,Stadio Giuseppe Meazza,Istvan Kovacs,Match Report,Leg 1 of 2
Quarter-finals,,Tue,Chelsea,1.9,0–2,1.8,Real Madrid,39453,Stamford Bridge,Daniele Orsato,Match Report,Leg 2 of 2; Real Madrid won
Quarter-finals,,Tue,Napoli,2.2,1–1,2,Milan,52728,Stadio Diego Armando Maradona,Szymon Marciniak,Match Report,Leg 2 of 2; Milan won
Quarter-finals,,Wed,Bayern Munich,2.2,1–1,1.3,Manchester City,75000,Allianz Arena,Clement Turpin,Match Report,Leg 2 of 2; Manchester City won
Quarter-finals,,Wed,Inter,1.2,3–3,0.7,Benfica,75380,Stadio Giuseppe Meazza,Carlos del Cerro,Match Report,Leg 2 of 2; Inter won
Semi-finals,,Tue,Real Madrid,0.7,1–1,0.5,Manchester City,63485,Estadio Santiago Bernabeu,Artur Dias,Match Report,Leg 1 of 2
Semi-finals,,Wed,Milan,0.9,0–2,2,Inter,75532,Stadio Giuseppe Meazza,Jesús Gil,Match Report,Leg 1 of 2
Semi-finals,,Tue,Inter,1,1–0,0.5,Milan,75567,Stadio Giuseppe Meazza,Clement Turpin,Match Report,Leg 2 of 2; Inter won
Semi-finals,,Wed,Manchester City,2.8,4–0,0.5,Real Madrid,52313,Etihad Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Manchester City won
Final,,Sat,Manchester City,1,1–0,1.7,Inter,71412,Atatürk Olimpiyat Stadi (Neutral Site),Szymon Marciniak,Match Report,
Group stage,1,Tue,Milan,1.9,0–0,0.3,Newcastle Utd,65695,Stadio Giuseppe Meazza,Jose Sanchez,Match Report,
Group stage,1,Tue,Young Boys,0.5,1–3,2.6,RB Leipzig,31500,Stadion Wankdorf,Enea Jorgji,Match Report,
Group stage,1,Tue,Manchester City,4.1,3–1,0.8,Red Star,50204,Etihad Stadium,João Pinheiro,Match Report,
Group stage,1,Tue,Paris S-G,2.4,2–0,0.7,Dortmund,47379,Parc des Princes,Jesús Gil,Match Report,
Group stage,1,Tue,Lazio,1.2,1–1,0.9,Atletico Madrid,46168,Stadio Olimpico,Slavko Vinčič,Match Report,
Group stage,1,Tue,Feyenoord,1.6,2–0,0.3,Celtic,44008,Stadion Feijenoord,Irfan Peljto,Match Report,
Group stage,1,Tue,Barcelona,2.8,5–0,0.3,Antwerp,40989,Estadi Olímpic Lluís Companys,Radu Petrescu,Match Report,
Group stage,1,Tue,Shakhtar,0.5,1–3,1.8,Porto,46729,Volksparkstadion,Davide Massa,Match Report,
Group stage,1,Wed,Real Madrid,3.7,1–0,0.2,Union Berlin,65207,Estadio Santiago Bernabeu,Espen Eskås,Match Report,
Group stage,1,Wed,Galatasaray,1.1,2–2,0.6,FC Copenhagen,46911,RAMS Park,Georgi Kabakov,Match Report,
Group stage,1,Wed,Braga,1.4,1–2,1.7,Napoli,18422,Estadio Municipal de Braga,Serdar Gözübüyük,Match Report,
Group stage,1,Wed,Arsenal,2.3,4–0,0.5,PSV Eindhoven,58860,Emirates Stadium,Felix Zwayer,Match Report,
Group stage,1,Wed,Benfica,1.5,0–2,3.3,RB Salzburg,60917,Estadio do Sport Lisboa e Benfica,Halil Umut Meler,Match Report,
Group stage,1,Wed,Sevilla,0.8,1–1,1.3,Lens,33544,Estadio Ramón Sanchez Pizjuan,Tobias Stieler,Match Report,
Group stage,1,Wed,Bayern Munich,2.2,4–3,1.7,Manchester Utd,75000,Trainingsgelände Allianz Arena,Glenn Nyberg,Match Report,
Group stage,1,Wed,Real Sociedad,1.3,1–1,0.5,Inter,36591,Reale Arena,Michael Oliver,Match Report,
Group stage,2,Tue,RB Salzburg,0.6,0–2,1.2,Real Sociedad,28227,Red Bull Arena,Bartosz Frankowski,Match Report,
Group stage,2,Tue,Union Berlin,2,2–3,1.2,Braga,73445,Olympiastadion Berlin,Srđan Jovanović,Match Report,
Group stage,2,Tue,Manchester Utd,2.3,2–3,2.6,Galatasaray,73204,Old Trafford,Ivan Kružliak,Match Report,
Group stage,2,Tue,PSV Eindhoven,2.6,2–2,1.3,Sevilla,34206,Philips Stadion,Daniele Orsato,Match Report,
Group stage,2,Tue,Inter,3.8,1–0,0.3,Benfica,66573,Stadio Giuseppe Meazza,Danny Makkelie,Match Report,
Group stage,2,Tue,FC Copenhagen,0.9,1–2,0.9,Bayern Munich,35690,Parken,Orel Grinfeeld,Match Report,
Group stage,2,Tue,Napoli,1.9,2–3,1.4,Real Madrid,51649,Stadio Diego Armando Maradona,Clement Turpin,Match Report,
Group stage,2,Tue,Lens,0.7,2–1,1.5,Arsenal,37040,Stade Bollaert-Delelis,Marco Guida,Match Report,
Group stage,2,Wed,Atletico Madrid,0.8,3–2,2.4,Feyenoord,61742,Estadio Cívitas Metropolitano,François Letexier,Match Report,
Group stage,2,Wed,Antwerp,1.8,2–3,2.3,Shakhtar,13509,Bosuilstadion,Rade Obrenović,Match Report,
Group stage,2,Wed,Newcastle Utd,0.9,4–1,0.9,Paris S-G,52009,St James' Park,Istvan Kovacs,Match Report,
Group stage,2,Wed,Porto,0.7,0–1,1.3,Barcelona,49722,Estadio Do Dragão,Anthony Taylor,Match Report,
Group stage,2,Wed,Celtic,1.1,1–2,0.7,Lazio,56063,Celtic Park,Donatas Rumšas,Match Report,
Group stage,2,Wed,RB Leipzig,0.5,1–3,2.2,Manchester City,45228,Red Bull Arena,Artur Soares Dias,Match Report,
Group stage,2,Wed,Dortmund,1,0–0,1.6,Milan,81365,Signal Iduna Park,Szymon Marciniak,Match Report,
Group stage,2,Wed,Red Star,2.6,2–2,2.6,Young Boys,47201,Stadion Rajko Mitić,William Collum,Match Report,
Group stage,3,Tue,Inter,2.3,2–1,0.5,RB Salzburg,71825,Stadio Giuseppe Meazza,François Letexier,Match Report,
Group stage,3,Tue,Galatasaray,2.7,1–3,1.9,Bayern Munich,51776,RAMS Park,Davide Massa,Match Report,
Group stage,3,Tue,Manchester Utd,1.7,1–0,1.9,FC Copenhagen,73249,Old Trafford,Marco Guida,Match Report,
Group stage,3,Tue,Benfica,0.5,0–1,0.9,Real Sociedad,56002,Estadio do Sport Lisboa e Benfica,Clement Turpin,Match Report,
Group stage,3,Tue,Braga,1.5,1–2,0.9,Real Madrid,29820,Estadio Municipal de Braga,Michael Oliver,Match Report,
Group stage,3,Tue,Sevilla,0.8,1–2,1.9,Arsenal,39595,Estadio Ramón Sanchez Pizjuan,Glenn Nyberg,Match Report,
Group stage,3,Tue,Lens,1.2,1–1,0.5,PSV Eindhoven,38133,Stade Bollaert-Delelis,Radu Petrescu,Match Report,
Group stage,3,Tue,Union Berlin,0.4,0–1,0.2,Napoli,72062,Olympiastadion Berlin,Irfan Peljto,Match Report,
Group stage,3,Wed,Barcelona,2.6,2–1,0.9,Shakhtar,41409,Estadi Olímpic Lluís Companys,Ivan Kružliak,Match Report,
Group stage,3,Wed,Feyenoord,2.1,3–1,2.3,Lazio,44031,Stadion Feijenoord,Tobias Stieler,Match Report,
Group stage,3,Wed,Celtic,0.9,2–2,2.1,Atletico Madrid,55844,Celtic Park,Felix Zwayer,Match Report,
Group stage,3,Wed,Newcastle Utd,1.1,0–1,1.8,Dortmund,52024,St James' Park,Artur Soares Dias,Match Report,
Group stage,3,Wed,Antwerp,0.7,1–4,1.3,Porto,13651,Bosuilstadion,Benoît Bastien,Match Report,
Group stage,3,Wed,Young Boys,0.4,1–3,4.2,Manchester City,31500,Stadion Wankdorf,Morten Krogh,Match Report,
Group stage,3,Wed,Paris S-G,1.3,3–0,0.6,Milan,45962,Parc des Princes,Slavko Vinčič,Match Report,
Group stage,3,Wed,RB Leipzig,3.1,3–1,1,Red Star,42209,Red Bull Arena,Jose Sanchez,Match Report,
Group stage,4,Tue,Dortmund,1.4,2–0,0.6,Newcastle Utd,81365,Signal Iduna Park,Alejandro Hernandez,Match Report,
Group stage,4,Tue,Shakhtar,0.9,1–0,0.9,Barcelona,49147,Volksparkstadion,Irfan Peljto,Match Report,
Group stage,4,Tue,Manchester City,3.4,3–0,0,Young Boys,51049,Etihad Stadium,Erik Lambrechts,Match Report,
Group stage,4,Tue,Porto,2.2,2–0,0.6,Antwerp,44830,Estadio Do Dragão,Maurizio Mariani,Match Report,
Group stage,4,Tue,Red Star,1.5,1–2,2.3,RB Leipzig,41961,Stadion Rajko Mitić,Daniele Orsato,Match Report,
Group stage,4,Tue,Milan,1.4,2–1,1.5,Paris S-G,75649,Stadio Giuseppe Meazza,Jesús Gil,Match Report,
Group stage,4,Tue,Atletico Madrid,2.9,6–0,0,Celtic,60863,Estadio Cívitas Metropolitano,Ivan Kružliak,Match Report,
Group stage,4,Tue,Lazio,1.1,1–0,1.4,Feyenoord,36612,Stadio Olimpico,Szymon Marciniak,Match Report,
Group stage,4,Wed,Real Sociedad,3.3,3–1,0.8,Benfica,36815,Reale Arena,Anthony Taylor,Match Report,
Group stage,4,Wed,Napoli,1.7,1–1,1.1,Union Berlin,42449,Stadio Diego Armando Maradona,Danny Makkelie,Match Report,
Group stage,4,Wed,Arsenal,1.5,2–0,0,Sevilla,60024,Arsenal Stadium,Istvan Kovacs,Match Report,
Group stage,4,Wed,PSV Eindhoven,0.8,1–0,1.1,Lens,34200,Philips Stadion,Daniel Siebert,Match Report,
Group stage,4,Wed,RB Salzburg,0.8,0–1,2,Inter,30071,Red Bull Arena,Serdar Gözübüyük,Match Report,
Group stage,4,Wed,FC Copenhagen,2.2,4–3,3,Manchester Utd,36099,Parken,Donatas Rumšas,Match Report,
Group stage,4,Wed,Bayern Munich,2.5,2–1,0.7,Galatasaray,75000,Allianz Arena,António Nobre,Match Report,
Group stage,4,Wed,Real Madrid,3.2,3–0,1.4,Braga,68509,Estadio Santiago Bernabeu,Halil Umut Meler,Match Report,
Group stage,5,Tue,Lazio,2.3,2–0,0.4,Celtic,50555,Stadio Olimpico,Halil Umut Meler,Match Report,
Group stage,5,Tue,Shakhtar,1.3,1–0,1.1,Antwerp,47209,Volksparkstadion (1953),Bartosz Frankowski,Match Report,
Group stage,5,Tue,Manchester City,1.8,3–2,0.5,RB Leipzig,51402,Etihad Stadium,Glenn Nyberg,Match Report,
Group stage,5,Tue,Milan,2.1,1–3,1.8,Dortmund,75292,Stadio Giuseppe Meazza,Istvan Kovacs,Match Report,
Group stage,5,Tue,Paris S-G,4.4,1–1,1.3,Newcastle Utd,46435,Parc des Princes,Szymon Marciniak,Match Report,
Group stage,5,Tue,Feyenoord,1.1,1–3,1.3,Atletico Madrid,43992,Stadion Feijenoord,Anthony Taylor,Match Report,
Group stage,5,Tue,Young Boys,1.3,2–0,1.8,Red Star,31500,Stadion Wankdorf,Danny Makkelie,Match Report,
Group stage,5,Tue,Barcelona,1.8,2–1,1.1,Porto,43533,Estadi Olímpic Lluís Companys,Daniele Orsato,Match Report,
Group stage,5,Wed,Sevilla,1.8,2–3,2.2,PSV Eindhoven,29403,Estadio Ramón Sanchez Pizjuan,Davide Massa,Match Report,
Group stage,5,Wed,Benfica,1.6,3–3,3,Inter,52944,Estadio do Sport Lisboa e Benfica,Andris Treimanis,Match Report,
Group stage,5,Wed,Braga,1.8,1–1,0.8,Union Berlin,15855,Estadio Municipal de Braga,Clement Turpin,Match Report,
Group stage,5,Wed,Arsenal,2.6,6–0,0.4,Lens,59987,Emirates Stadium,Artur Soares Dias,Match Report,
Group stage,5,Wed,Galatasaray,1.5,3–3,1.6,Manchester Utd,51733,RAMS Park,Jose Sanchez,Match Report,
Group stage,5,Wed,Bayern Munich,0.7,0–0,0.7,FC Copenhagen,75000,Allianz Arena,Stephanie Frappart,Match Report,
Group stage,5,Wed,Real Madrid,2.8,4–2,1.4,Napoli,73562,Estadio Santiago Bernabeu,François Letexier,Match Report,
Group stage,5,Wed,Real Sociedad,1.3,0–0,0.6,RB Salzburg,34419,Reale Arena,Mykola Balakin,Match Report,
Group stage,6,Tue,Lens,1.4,2–1,1.3,Sevilla,37456,Stade Bollaert-Delelis,Felix Zwayer,Match Report,
Group stage,6,Tue,PSV Eindhoven,1.3,1–1,1,Arsenal,35000,Philips Stadion,Tobias Stieler,Match Report,
Group stage,6,Tue,Manchester Utd,0.3,0–1,1.2,Bayern Munich,73073,Old Trafford,Espen Eskås,Match Report,
Group stage,6,Tue,FC Copenhagen,1.3,1–0,1.4,Galatasaray,34726,Fælledparken Kunst,Daniele Orsato,Match Report,
Group stage,6,Tue,Inter,0.7,0–0,0.7,Real Sociedad,69010,Stadio Giuseppe Meazza,Sandro Schärer,Match Report,
